File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Not included
Contract type;Variable linear
Reference day;30/11/2024
Identifier;Description;Interest anchor date;Interest payment period;Principal anchor date;Principal payment period;Principal payment amount;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Last adjusted rate;Teaser spread;Teaser period end;Indexed curve;Indexed term;Interest rate floor;Interest rate cap;Reset anchor date;Reset period;Indexed rate scaling;Reset lag;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;C�digo de producto;C�digo de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;C�digo DRC;Clave ISIN cobertura;C�digo clasificaci�n activo;Descripci�n tama�o empresa;Consolidado reservado;Consolidado p�blico;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona f�sica/jur�dica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;C�digo DRC contable;C�digo tama�o empresa;C�d. segmento estrat�gico;Des. segmento estrat�gico;Edad;Segmento estrat�gico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
1157275_210342090513013942;;26/04/2025;6M;26/04/2025;6M;;;26/10/2024;26/10/2026;Yes;Long;6250;6250;26/10/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6250;;;;;;;;;;;;;No;;4,21;0;27/04/2025;EURIBOR_SWAP;12M;0;12,5;27/04/2025;12M;;;0;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02030000;;F07;Adultos 3;51;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1159866_210305650500011974;;21/04/2025;6M;21/04/2025;6M;;;21/10/2024;21/10/2030;Yes;Long;108720;108720;21/10/2005;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;108720;;;;;;;;;;;;;No;;4,466;1,3;22/10/2025;EURIBOR_SWAP;12M;0;;22/10/2025;12M;;2M;1,3;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-10;Sensible;02010100;;F06;Adultos 2B;60;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1159910_210343650510103470;;16/01/2025;6M;16/01/2025;6M;;;16/07/2024;16/01/2029;Yes;Long;36000;36000;16/01/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;36000;;;;;;;;;;;;;No;;4,154;0,5;17/01/2025;EURIBOR_SWAP;12M;0;;17/01/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;01030202;;F04;Adultos 1B;57;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1161085_210300035803128107200020240218;;10/03/2025;6M;10/03/2025;6M;;;10/09/2024;10/03/2030;Yes;Short;627055;627055;22/02/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;627055;;;;;;;;;;;;;No;;3,5130000000000003;;;EURIBOR_SWAP;6M;;;10/03/2030;6M;;;0,22;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1161768_210342680513013267;;22/01/2025;6M;22/01/2025;6M;;;22/07/2024;22/01/2040;Yes;Long;51666,57;51666,57;03/12/2007;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;51666,57;;;;;;;;;;;;;No;;4,21;0;23/07/2025;EURIBOR_SWAP;12M;0;12,5;23/07/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;02010100;;F07;Adultos 3;49;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1164364_210342270513014739;;27/01/2025;3M;27/04/2025;12M;;;27/04/2024;27/04/2026;Yes;Long;14166,7;14166,7;27/04/2011;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;14166,7;;;;;;;;;;;;;No;;3,572;0,5;28/01/2025;EURIBOR_SWAP;3M;0;;28/01/2025;3M;;;0,5;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;VAR;EUR;051;949;111021;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2025-01;Sensible;01030202;;F03;Adultos 1A;43;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1164785_210373700500008810;;01/12/2024;1M;01/12/2024;1M;;;01/11/2024;01/02/2028;Yes;Long;180555,49;180555,49;01/02/2008;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;180555,49;;;;;;;;;;;;;No;;3,8120000000000003;0,75;02/02/2025;EURIBOR_SWAP;3M;0;;02/02/2025;3M;;;0,75;UG;OTROS PRESTAMOS SECTOR PUBLICO;Banca Comercial;VAR;EUR;050;001;111000;A;04.01.03.00.00 Administraciones Locales;33551110006;03000000;;00;GRANDE;;;;;090;;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;;04;J06;Organismos P�blicos;;SECTOR_PUBLICO;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.2.1 Inversi�n crediticia;;
1166423_210322420510014275;;13/02/2025;3M;13/02/2025;3M;;;13/11/2024;13/02/2029;Yes;Long;34000;34000;13/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;34000;;;;;;;;;;;;;No;;4,178;0,5;14/02/2025;EURIBOR_SWAP;12M;0;;14/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F04;Adultos 1B;51;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1166616_210342310515772300;;30/11/2024;6M;30/11/2024;6M;;;30/05/2024;30/11/2036;Yes;Long;50000;50000;29/10/2009;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;50000;;;;;;;;;;;;;No;;4,21;0,6;01/12/2024;EURIBOR_SWAP;12M;2,5;;01/12/2024;6M;;;0,6;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;02030000;;F07;Adultos 3;43;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1169007_210345110513014539;;18/05/2025;6M;18/05/2025;6M;;;18/11/2024;18/11/2036;Yes;Long;48000;48000;04/01/2010;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;48000;;;;;;;;;;;;;No;;4,2090000000000005;0;19/11/2025;EURIBOR_SWAP;12M;2,5;12,5;19/11/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-11;Sensible;02010100;;F07;Adultos 3;61;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1171397_210372950500030431;;01/12/2024;1M;01/12/2024;1M;;;01/11/2024;01/02/2027;Yes;Long;721,19;721,19;01/06/2016;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;721,19;;;;;;;;;;;;;No;;6,136;2,4;02/12/2024;EURIBOR_SWAP_MAS_0,025;12M;0;;02/12/2024;6M;;;2,4;UG;HIPOTECARIOS FINANCIACION EMPRESAS;Banca Comercial;VAR;EUR;050;210;113200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.4;Original;EUR;Activo general;2024-12;Sensible;01030201;;F07;Adultos 3;52;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1171733_210300035802123103600020230903;;10/03/2025;6M;10/03/2025;6M;;;10/09/2024;10/09/2026;Yes;Short;20000;20000;07/09/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;20000;;;;;;;;;;;;;No;;3,3230000000000004;;;EURIBOR_SWAP;6M;;;10/09/2026;6M;;;0,03;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1173815_210308120510004164;;21/02/2025;3M;21/02/2025;12M;;;21/02/2024;21/02/2034;Yes;Long;100000;100000;21/02/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;100000;;;;;;;;;;;;;No;;4,929;1,25;22/02/2025;EURIBOR_SWAP;12M;0;;22/02/2025;12M;;2M;1,25;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;305;114118;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F03;Adultos 1A;44;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1174084_210372590500015229;;20/02/2025;3M;20/02/2025;3M;;;20/11/2024;20/05/2028;Yes;Long;53846,04;53846,04;20/05/2008;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;53846,04;;;;;;;;;;;;;No;;4,89;2,4;21/05/2025;EURIBOR_SWAP_MAS_0,025;12M;0;;21/05/2025;6M;;;2,4;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Empresas;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;PYME - PEQUE�A;;;;;120;130;140;J;;N;N;A.2.1.4;Original;EUR;Activo general;2025-05;Sensible;01030201;02;J03;Peque�as empresas;;PEQUE�AS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
1175123_210343650513016844;;05/02/2025;6M;05/02/2025;6M;;;05/08/2024;05/08/2033;Yes;Long;30035,51;30035,51;05/08/2008;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;30035,51;;;;;;;;;;;;;No;;4,21;0;06/08/2025;EURIBOR_SWAP;12M;0;12,5;06/08/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-08;Sensible;02010100;;F06;Adultos 2B;45;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1175472_210300035803064107200020230514;;10/12/2024;6M;10/12/2024;6M;;;10/06/2024;10/06/2029;Yes;Short;30000;30000;18/05/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;30000;;;;;;;;;;;;;No;;3,818;;;EURIBOR_SWAP;6M;;;10/06/2029;6M;;;0,07;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
117550_210346340510002752;;08/02/2025;6M;08/02/2025;6M;;;08/08/2024;08/02/2029;Yes;Long;9000;9000;08/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;9000;;;;;;;;;;;;;No;;4,156;0,5;09/02/2025;EURIBOR_SWAP;12M;0;;09/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F07;Adultos 3;56;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1175911_210300035803034107201220221030;;10/05/2025;6M;10/05/2025;6M;;;10/11/2024;10/11/2028;Yes;Short;21600;21600;03/11/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;21600;;;;;;;;;;;;;No;;2,901;;;EURIBOR_SWAP;6M;;;10/11/2028;6M;;;0,07;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1176787_210322420510013597;;05/04/2025;6M;05/10/2025;12M;;;05/10/2024;05/10/2037;Yes;Long;278571,43;278571,43;05/10/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;278571,43;;;;;;;;;;;;;No;;5,1659999999999995;2;06/10/2025;EURIBOR_SWAP;12M;0;;06/10/2025;12M;;2M;2;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;567;114124;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-10;Sensible;01030202;;F03;Adultos 1A;32;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1179630_210327400510003934;;15/12/2024;1M;15/12/2024;1M;;;15/11/2024;15/02/2029;Yes;Long;51000;51000;15/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;51000;;;;;;;;;;;;;No;;4,192;0,5;16/02/2025;EURIBOR_SWAP;12M;0;;16/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F09;Seniors 2;65;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
117993_210359800500100270;;29/05/2025;6M;29/05/2025;6M;;;29/11/2024;29/05/2035;Yes;Long;210000;210000;29/05/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;210000;;;;;;;;;;;;;No;;4,968;1,25;30/05/2025;EURIBOR_SWAP;12M;0;;30/05/2025;12M;;2M;1,25;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;VAR;EUR;050;264;114200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;01030201;;F07;Adultos 3;36;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1182841_210342680513013932;;26/04/2025;6M;26/04/2025;6M;;;26/10/2024;26/10/2026;Yes;Long;7410;7410;26/10/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;7410;;;;;;;;;;;;;No;;4,21;0;27/04/2025;EURIBOR_SWAP;12M;0;12,5;27/04/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02010100;;F06;Adultos 2B;48;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1185174_210342070513011889;;27/12/2024;6M;27/12/2024;6M;;;27/06/2024;27/06/2028;Yes;Long;20000;20000;26/10/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;20000;;;;;;;;;;;;;No;;4,21;0;28/06/2025;EURIBOR_SWAP;12M;0;12,5;28/06/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-06;Sensible;02010100;;F07;Adultos 3;54;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1185280_210325010510007573;;13/12/2024;1M;13/12/2024;1M;;;13/11/2024;13/02/2029;Yes;Long;8499,97;8499,97;13/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;8499,97;;;;;;;;;;;;;No;;4,178;0,5;14/02/2025;EURIBOR_SWAP;12M;0;;14/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F06;Adultos 2B;57;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1186160_210374850500002168;;23/01/2025;3M;23/07/2025;12M;;;23/07/2024;23/07/2026;Yes;Long;7123,78;7123,78;23/07/2004;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;7123,78;;;;;;;;;;;;;No;;5,43;1,7500000000000002;24/01/2025;EURIBOR_SWAP;12M;0;;24/01/2025;6M;;2M;1,7500000000000002;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F07;Adultos 3;53;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1188353_210322270510004196;;15/12/2024;3M;15/04/2025;3M;;;15/01/2025;15/01/2029;Yes;Long;40000;40000;15/01/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;40000;;;;;;;;;;;;;No;;4,136;0,5;16/01/2025;EURIBOR_SWAP;12M;0;;16/01/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;01030202;;F06;Adultos 2B;54;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
118856_210322350513016762;;13/02/2025;6M;13/02/2025;6M;;;13/08/2024;13/08/2033;Yes;Long;26820;26820;13/08/2008;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;26820;;;;;;;;;;;;;No;;4,21;0;14/08/2025;EURIBOR_SWAP;12M;0;12,5;14/08/2025;12M;;;0;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-08;Sensible;02030000;;F07;Adultos 3;55;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1190574_210300035803050107201220230219;;10/03/2025;6M;10/03/2025;6M;;;10/09/2024;10/03/2029;Yes;Short;85050;85050;23/02/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;85050;;;;;;;;;;;;;No;;3,363;;;EURIBOR_SWAP;6M;;;10/03/2029;6M;;;0,07;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1193378_210379500510000021;;15/05/2025;6M;15/11/2025;12M;;;15/11/2024;15/11/2031;Yes;Long;70000;70000;15/11/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;70000;;;;;;;;;;;;;No;;3,936;1;16/11/2025;EURIBOR_SWAP;12M;0;;16/11/2025;12M;;2M;1;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;567;114124;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-11;Sensible;01030202;;F03;Adultos 1A;43;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1197364_210326470510002822;;16/05/2025;6M;16/11/2025;12M;;;16/11/2024;16/11/2025;Yes;Long;50;50;16/11/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;50;;;;;;;;;;;;;No;;4,536;1,6;16/11/2025;EURIBOR_SWAP;12M;0;;16/11/2025;12M;;2M;1,6;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;351;114130;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-11;Sensible;01030202;;F03;Adultos 1A;31;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1198247_210342070513013182;;30/04/2025;6M;30/04/2025;6M;;;30/10/2024;30/09/2035;Yes;Long;3756,84;3756,84;30/04/2008;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3756,84;;;;;;;;;;;;;No;;4,21;0;01/05/2025;EURIBOR_SWAP;12M;0;12,5;01/05/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02010100;;F04;Adultos 1B;63;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1199768_210302130500032246;;16/01/2025;6M;16/07/2025;12M;;;16/07/2024;16/07/2034;Yes;Long;186666,65;186666,65;16/07/2019;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;186666,65;;;;;;;;;;;;;No;;5,43;1,7500000000000002;17/07/2025;EURIBOR_SWAP;12M;0;;17/07/2025;12M;;2M;1,7500000000000002;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;VAR;EUR;050;264;114200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;01030201;;F07;Adultos 3;62;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1203171_210303360510000888;;07/03/2025;6M;07/03/2025;12M;;;07/03/2024;07/03/2038;Yes;Long;54133,33;54133,33;07/03/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;54133,33;;;;;;;;;;;;;No;;5,609;2;08/03/2025;EURIBOR_SWAP;12M;0;;08/03/2025;12M;;2M;2;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;305;114118;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;01030202;;F02;J�venes;24;JOVENES;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1203375_210322230510106589;;10/01/2025;3M;10/01/2025;3M;;;10/10/2024;10/01/2029;Yes;Long;51000;51000;10/01/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;51000;;;;;;;;;;;;;No;;4,08;0,5;11/01/2025;EURIBOR_SWAP;12M;0;;11/01/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;01030202;;F03;Adultos 1A;40;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
