File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Not included
Contract type;Fixed linear
Reference day;30/11/2024
Identifier;Description;Interest anchor date;Interest payment period;Principal anchor date;Principal payment period;Principal payment amount;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Indexed rate;Comision cancelacion RI3;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;C�digo de producto;C�digo de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;C�digo DRC;Clave ISIN cobertura;C�digo clasificaci�n activo;Descripci�n tama�o empresa;Consolidado reservado;Consolidado p�blico;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona f�sica/jur�dica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;C�digo DRC contable;C�digo tama�o empresa;C�d. segmento estrat�gico;Des. segmento estrat�gico;Edad;Segmento estrat�gico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
1166723_210342680510000445;;13/02/2025;6M;13/02/2025;6M;;;13/08/2024;13/02/2025;Yes;Long;4000;4000;13/02/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F07;Adultos 3;58;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1166868_210383550500872669;;06/12/2024;1M;06/12/2024;1M;;;06/11/2024;06/06/2027;Yes;Long;3495,25;3495,25;06/06/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3495,25;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;70;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1168770_210383550500898277;;28/12/2024;1M;28/12/2024;1M;;;28/11/2024;28/09/2025;Yes;Long;3281,24;3281,24;28/09/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3281,24;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;49;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1171693_210383550500873258;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;30/06/2025;Yes;Long;1540,9;1540,9;21/06/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1540,9;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;48;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1171874_210383550500866060;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;31/01/2025;Yes;Long;460,52;460,52;11/01/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;460,52;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;62;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
117251_210343590510000560;;30/01/2025;6M;30/01/2025;6M;;;30/07/2024;30/01/2025;Yes;Long;3750;3750;30/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3750;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F06;Adultos 2B;64;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1174761_210324010500178453;;12/12/2024;1M;12/12/2024;1M;;;12/11/2024;12/08/2039;Yes;Long;288116,66;288116,66;12/08/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;288116,66;;;;;;;;;;;;;No;;3,5000000000000004;1;0;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;FIX;EUR;050;274;114213;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030201;;F03;Adultos 1A;33;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1175432_210383550500897009;;03/12/2024;1M;03/12/2024;1M;;;03/11/2024;03/08/2025;Yes;Long;672,24;672,24;03/08/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;672,24;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F02;J�venes;25;JOVENES;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1175718_210322400510002725;;14/01/2025;6M;14/01/2025;12M;;;14/01/2024;14/01/2025;Yes;Long;6000;6000;14/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F04;Adultos 1B;46;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1175788_210383550500874621;;29/12/2024;1M;29/12/2024;1M;;;29/11/2024;29/07/2025;Yes;Long;1184,19;1184,19;29/07/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1184,19;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F08;Seniors 1;65;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1177180_210383550500860814;;15/12/2024;1M;15/12/2024;1M;;;15/11/2024;15/09/2026;Yes;Long;4134,04;4134,04;15/09/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4134,04;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;57;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1177548_210343510510000719;;16/01/2025;6M;16/01/2025;6M;;;16/07/2024;16/01/2025;Yes;Long;4000;4000;16/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F07;Adultos 3;43;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1177592_210383550500898311;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;31/03/2025;Yes;Long;1092;1092;30/09/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1092;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Servicios Centrales;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;72;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1179196_210322420510012464;;27/03/2025;6M;27/03/2025;12M;;;27/03/2024;27/03/2025;Yes;Long;4500;4500;27/03/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4500;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;67;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1186077_210383550500876040;;19/12/2024;1M;19/12/2024;1M;;;19/11/2024;19/09/2025;Yes;Long;1325,63;1325,63;19/09/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1325,63;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;50;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1187093_210383550500888769;;31/10/2024;1M;31/10/2024;1M;;;30/09/2024;02/12/2024;Yes;Long;427,85;427,85;17/10/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;427,85;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;66;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1189482_210322210510014680;;10/01/2025;6M;10/01/2025;6M;;;10/07/2024;10/01/2025;Yes;Long;3000;3000;10/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F06;Adultos 2B;47;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1189675_210383550500899070;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;31/10/2026;Yes;Long;2000;2000;30/10/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2000;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;66;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1189959_210383550500850978;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;28/02/2025;Yes;Long;500,14;500,14;10/02/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;500,14;;;;;;;;;;;;;No;;0;3;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;61;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1190309_210322210510014975;;06/03/2025;6M;06/03/2025;6M;;;06/09/2024;06/03/2025;Yes;Long;3000;3000;06/03/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F07;Adultos 3;64;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1190343_210383550500894262;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;31/10/2025;Yes;Long;1625,18;1625,18;18/04/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1625,18;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;58;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1192343_210383550500895001;;17/12/2024;1M;17/12/2024;1M;;;17/11/2024;17/05/2025;Yes;Long;768,72;768,72;17/05/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;768,72;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;32;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1194918_210322420510012151;;03/03/2025;6M;03/03/2025;12M;;;03/03/2024;03/03/2025;Yes;Long;8000;8000;03/03/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;8000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F08;Seniors 1;71;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1195121_210383550500892255;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;29/02/2028;Yes;Long;5678,18;5678,18;12/02/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5678,18;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;56;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1196384_210322530510000650;;23/01/2025;6M;23/01/2025;6M;;;23/07/2024;23/01/2025;Yes;Long;2200;2200;23/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2200;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F07;Adultos 3;54;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1197378_210370740500077290;;12/12/2024;1M;12/12/2024;1M;;;12/11/2024;12/03/2029;Yes;Long;1733,56;1733,56;12/03/2009;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1733,56;;;;;;;;;;;;;No;;0;2;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;052;023;113121;A;04.02.05.04.00 Prestamos personales;35553000000;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;40;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
119761_210383550500866658;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;31/01/2025;Yes;Long;250;250;21/01/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;250;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;37;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1197695_210322270510003437;;03/02/2025;6M;03/02/2025;12M;;;03/02/2024;03/02/2025;Yes;Long;6000;6000;03/02/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F06;Adultos 2B;51;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1198078_210308790500022038;;19/12/2024;6M;19/12/2024;6M;;;19/06/2024;19/06/2039;Yes;Long;160000;160000;19/06/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;160000;;;;;;;;;;;;;No;;3,5000000000000004;1;0;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;FIX;EUR;050;274;114213;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030201;;F07;Adultos 3;39;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1199235_210383550500855296;;10/12/2024;1M;10/12/2024;1M;;;10/11/2024;10/05/2026;Yes;Long;1602,42;1602,42;10/05/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1602,42;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;63;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1201428_210342020510100112;;28/01/2025;3M;28/01/2025;3M;;;28/10/2024;28/01/2025;Yes;Long;2500;2500;28/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2500;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F07;Adultos 3;40;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1201817_210383550500890159;;22/12/2024;1M;22/12/2024;1M;;;22/11/2024;22/06/2025;Yes;Long;1120;1120;22/12/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1120;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;69;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1203595_210322420510012384;;19/02/2025;6M;19/02/2025;6M;;;19/08/2024;19/02/2025;Yes;Long;2500;2500;19/02/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2500;;;;;;;;;;;;;No;;1,5;0;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;333;114135;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F04;Adultos 1B;49;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1207030_210325040510002236;;07/04/2025;6M;07/04/2025;6M;;;07/10/2024;07/04/2025;Yes;Long;2000;2000;07/04/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2000;;;;;;;;;;;;;No;;1,5;0;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;333;114135;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F05;Adultos 2A;28;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1210024_210383550500890729;;14/12/2024;1M;14/12/2024;1M;;;14/11/2024;14/12/2027;Yes;Long;3157,16;3157,16;14/12/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3157,16;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;60;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1212814_210383550500880071;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;31/01/2025;Yes;Long;667,14;667,14;18/01/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;667,14;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;61;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1215428_210346000510113437;;22/01/2025;6M;22/01/2025;12M;;;22/01/2024;22/01/2025;Yes;Long;8000;8000;22/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;8000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F08;Seniors 1;68;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1216812_210383550500894280;;18/12/2024;1M;18/12/2024;1M;;;18/11/2024;18/04/2026;Yes;Long;3612,5;3612,5;18/04/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3612,5;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;60;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1217144_210342140510000379;;30/01/2025;6M;30/01/2025;6M;;;30/07/2024;30/01/2025;Yes;Long;3000;3000;30/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F06;Adultos 2B;59;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1217479_210383550500891700;;26/12/2024;1M;26/12/2024;1M;;;26/11/2024;26/01/2027;Yes;Long;4767,73;4767,73;26/01/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4767,73;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;64;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
121876_210383550500891522;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;31/01/2025;Yes;Long;1248,75;1248,75;18/01/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1248,75;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;39;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
